A: TGF.Non.v.CON.Non.TT,,,,,,,,,,,,,,,,,,,
B: TpS.Non.v.TGF.Non.TT,,,,,,,,,,,,,,,,,,,
C: TpK.Non.v.TGF.Non.TT,,,,,,,,,,,,,,,,,,,
D: TpK.Non.v.TpS.Non.TT,,,,,,,,,,,,,,,,,,,
>> A.only (TGF.Non.v.CON.Non.TT),,,,,,,,,,,,,,,,,,,
,,,,A,,,,,,,,,,,,,,,
PROBE_ID,ILMN_GENE,ACCESSION,CHROMOSOME,FDR_TGF.Non.v.CON.NonNA,FC_TGF.Non.v.CON.Non,AveExpr_TGF.Non.v.CON.Non,t_TGF.Non.v.CON.Non,,,,,,,,,,,,
ILMN_3210578,LOC728288,XM_001128351.2,15,0.046625692,1.229020371,6.44383155,3.175898978,,,,,,,,,,,,
ILMN_1717737,FKBP7,NM_181342.1,2,0.042267481,1.231043374,6.431279546,3.23168169,,,,,,,,,,,,
ILMN_2041236,GARNL4,NM_015085.3,17,0.043275706,1.23159546,6.379217872,3.21973743,,,,,,,,,,,,
ILMN_1778408,FLJ35424,NM_173661.1,4,0.015282832,1.232878629,6.181730973,3.867334212,,,,,,,,,,,,
ILMN_1706100,DICER1,NM_030621.2,14,0.025881765,1.232911965,6.061548378,3.541836234,,,,,,,,,,,,
ILMN_1807652,STRA6,NM_022369.2,15,0.02682463,1.232994579,6.116355463,3.516737127,,,,,,,,,,,,
ILMN_3243381,MLEC,NM_014730.2,12,0.027234437,1.233037158,9.379018106,3.507695012,,,,,,,,,,,,
ILMN_1685037,ASL,NM_001024944.1,7,0.042262665,1.237296885,6.296408686,3.231893163,,,,,,,,,,,,
ILMN_1769751,PIGG,NM_017733.2,4,0.036928067,1.238163044,7.92619117,3.318170989,,,,,,,,,,,,
ILMN_1775529,KLK11,NM_144947.1,19,0.01874854,1.238486306,6.166108601,3.736287441,,,,,,,,,,,,
ILMN_3237665,COX7A2L,NM_004718.2,2,0.028126831,1.238758655,11.24816957,3.487941852,,,,,,,,,,,,
ILMN_1809347,LOC729466,XR_015916.1,11,0.036265783,1.239377486,13.2597521,3.330389472,,,,,,,,,,,,
ILMN_3244483,LOC100134571,XR_038970.1,7,0.023393383,1.24098781,6.309897675,3.607018832,,,,,,,,,,,,
ILMN_2398474,RAP1B,NM_015646.4,12,0.049810697,1.242151866,6.433850401,3.134406495,,,,,,,,,,,,
ILMN_1757723,C6ORF106,NM_024294.2,6,0.009436976,1.24339294,6.33361252,4.160827916,,,,,,,,,,,,
ILMN_1661232,LOC645032,XM_928089.1,15,0.022470823,1.244526526,6.203093099,3.631351931,,,,,,,,,,,,
ILMN_1809047,TBRG4,NM_004749.2,7,0.034162771,1.244813487,6.398399392,3.367421719,,,,,,,,,,,,
ILMN_3241104,LOC286135,NR_024473.1,8,0.023466974,1.245135933,6.397678035,3.604726089,,,,,,,,,,,,
ILMN_3246391,SNORD52,NR_002742.1,6,0.038696011,1.24533782,6.794873065,3.286779186,,,,,,,,,,,,
ILMN_2349658,TSPO,NM_007311.3,22,0.036281983,1.247930844,11.07389972,3.329911283,,,,,,,,,,,,
ILMN_1689525,PMAIP1,NM_021127.1,18,0.046583256,1.250052656,6.338348884,3.177183418,,,,,,,,,,,,
ILMN_1716384,ATL2,NM_022374.1,2,0.040714994,1.250705221,6.980981208,3.255731274,,,,,,,,,,,,
ILMN_1758293,UBR7,NM_001100417.1,14,0.019043281,1.25072611,6.883130004,3.727967893,,,,,,,,,,,,
ILMN_3291437,LOC391044,XR_019551.2,,0.028369123,1.251491513,6.674859682,3.482209157,,,,,,,,,,,,
ILMN_1764891,ZNF384,NM_133476.3,12,0.035739199,1.251814266,7.602594051,3.338847946,,,,,,,,,,,,
ILMN_1739943,SBNO1,NM_018183.2,12,0.042012984,1.25262882,6.602289368,3.236869155,,,,,,,,,,,,
ILMN_1914034,HS.538804,BF911108,11,0.0319505,1.253724634,6.223281621,3.409942879,,,,,,,,,,,,
ILMN_2401033,GOSR1,NM_001007024.1,17,0.011075779,1.253967379,6.543111605,4.058112862,,,,,,,,,,,,
ILMN_1694608,C1QTNF1,NM_198593.1,17,0.033275581,1.254951408,6.354108195,3.384493541,,,,,,,,,,,,
ILMN_1651385,MFN2,NM_014874.2,1,0.03490996,1.256852818,8.601592842,3.354599927,,,,,,,,,,,,
ILMN_1789346,LOC646043,XM_929003.1,17,0.024025632,1.258039713,6.158919598,3.588921022,,,,,,,,,,,,
ILMN_2357015,GRK6,NM_002082.2,5,0.039132389,1.259165153,6.571059333,3.279034889,,,,,,,,,,,,
ILMN_2112599,C16ORF80,NM_013242.2,16,0.046714692,1.261528666,9.315611526,3.174938623,,,,,,,,,,,,
ILMN_1651967,TP53I3,NM_004881.2,2,0.044881781,1.264849523,6.389512068,3.198493428,,,,,,,,,,,,
ILMN_2187058,LOC93349,NM_138402.3,2,0.035203243,1.265253699,6.522745866,3.34824274,,,,,,,,,,,,
ILMN_2271894,ZNF654,NM_018293.2,3,0.027234437,1.265367692,6.481693659,3.507670452,,,,,,,,,,,,
ILMN_3290211,LOC644761,XR_039630.1,,0.015130504,1.266757444,7.80490958,3.875053906,,,,,,,,,,,,
ILMN_3201658,LOC642585,XR_038667.1,,0.031941637,1.267500305,6.680614464,3.410314165,,,,,,,,,,,,
ILMN_1686668,GFM2,NM_170681.1,5,0.042262665,1.26750506,6.83141532,3.232346478,,,,,,,,,,,,
ILMN_2365549,BRPF1,NM_004634.2,3,0.032451225,1.268171061,9.769248635,3.400351754,,,,,,,,,,,,
ILMN_1658858,SP140L,NM_138402.4,2,0.030954285,1.268917714,6.494495725,3.430797365,,,,,,,,,,,,
ILMN_3215516,LOC646021,XM_001718652.1,,0.006883428,1.270505437,6.249419704,4.339178179,,,,,,,,,,,,
ILMN_3244592,SNORA68,NR_000012.1,19,0.026012204,1.270804242,6.637437569,3.538202434,,,,,,,,,,,,
ILMN_1777366,TTC35,NM_014673.3,8,0.049848187,1.274100332,7.198473074,3.133825285,,,,,,,,,,,,
ILMN_1774844,MAPKAPK2,NM_032960.2,1,0.036470613,1.275750738,9.025755483,3.326721827,,,,,,,,,,,,
ILMN_1700276,C14ORF100,NM_016475.2,14,0.049396101,1.27913454,9.367330588,3.138815285,,,,,,,,,,,,
ILMN_1800575,LOC649260,XM_938322.1,,0.028504675,1.283585103,6.621619101,3.478331261,,,,,,,,,,,,
ILMN_1832920,HS.132272,CR749717,1,0.026703635,1.286287182,6.097673755,3.520987818,,,,,,,,,,,,
ILMN_3206064,LOC646674,XR_042303.1,2,0.046285405,1.286438034,6.479951894,3.181559509,,,,,,,,,,,,
ILMN_1666306,SRRD,NM_001013694.2,22,0.04071839,1.288187646,7.951110087,3.255559733,,,,,,,,,,,,
ILMN_2358784,ASB3,NM_145863.1,2,0.024392176,1.29014361,8.664370224,3.577020717,,,,,,,,,,,,
ILMN_1778320,FLJ44216,XM_496787.2,,0.034001538,1.29221109,6.277918551,3.37058682,,,,,,,,,,,,
ILMN_1916655,HS.578119,DB041946,14,0.005947764,1.292710729,6.21050416,4.426518162,,,,,,,,,,,,
ILMN_1676595,PCSK6,NM_138320.1,15,0.036228651,1.292946036,6.039512867,3.330974441,,,,,,,,,,,,
ILMN_2347424,MBOAT2,NM_138799.2,2,0.016068642,1.293202743,7.114552195,3.832517753,,,,,,,,,,,,
ILMN_2272708,GIYD1,NM_001014999.1,16,0.008515869,1.297260971,6.440209084,4.222045374,,,,,,,,,,,,
ILMN_1804451,LEO1,NM_138792.2,15,0.017290051,1.297301709,6.774793442,3.7849211,,,,,,,,,,,,
ILMN_3208542,LOC643894,XM_001721898.1,X,0.049199499,1.300419302,6.495404956,3.14392269,,,,,,,,,,,,
ILMN_1752146,LOC390364,XM_497357.2,12,0.036444179,1.301389883,6.450417495,3.327415401,,,,,,,,,,,,
ILMN_1653718,ZFAND2B,NM_138802.1,2,0.031818828,1.302965568,8.747054836,3.413783255,,,,,,,,,,,,
ILMN_1715589,PLEKHA2,NM_021623.1,8,0.009838218,1.306954895,6.080867257,4.135034373,,,,,,,,,,,,
ILMN_1809708,KCTD21,NM_001029859.1,11,0.030809985,1.308130234,7.466436496,3.43433805,,,,,,,,,,,,
ILMN_1758658,FADD,NM_003824.2,11,0.025071862,1.309555201,9.411443403,3.561641979,,,,,,,,,,,,
ILMN_1690138,PHF10,NM_133325.1,6,0.026066128,1.309946745,7.168167881,3.5369876,,,,,,,,,,,,
ILMN_1696003,GNAI3,NM_006496.1,1,0.021356362,1.310117251,7.395715666,3.660858119,,,,,,,,,,,,
ILMN_1728083,EIF4EBP2,NM_004096.3,10,0.026621708,1.314420738,8.414185379,3.523057135,,,,,,,,,,,,
ILMN_2099249,MTERF,NM_006980.3,7,0.010168228,1.324975497,7.265217652,4.114455538,,,,,,,,,,,,
ILMN_1702140,RACGAP1,NM_013277.2,12,0.035451792,1.329305147,6.449936426,3.343767546,,,,,,,,,,,,
ILMN_1765085,TRMT6,NM_015939.3,20,0.024358606,1.330176357,6.769961939,3.578961238,,,,,,,,,,,,
ILMN_1782749,ZNF468,NM_199132.1,19,0.010778852,1.334824011,6.857285925,4.075748947,,,,,,,,,,,,
ILMN_3245973,MSL1,NM_001012241.1,17,0.038482064,1.335191114,7.151954295,3.291858182,,,,,,,,,,,,
ILMN_1759676,HOXC13,NM_017410.2,12,0.046285405,1.339094652,6.919502941,3.181961564,,,,,,,,,,,,
ILMN_1833376,HS.133338,BX101207,16,0.036470613,1.340129021,6.518622556,3.326763001,,,,,,,,,,,,
ILMN_1778464,TMEM1,NM_003274.3,21,0.028226277,1.344354944,7.274059137,3.485162654,,,,,,,,,,,,
ILMN_2361163,SSBP3,NM_018070.3,1,0.020581115,1.351663556,6.795342268,3.682021858,,,,,,,,,,,,
ILMN_1802649,C11ORF58,NM_014267.4,11,0.015794909,1.352095069,6.827193711,3.845688281,,,,,,,,,,,,
ILMN_1666007,TRAPPC6B,NM_177452.2,14,0.042205587,1.357778326,6.900108664,3.233279833,,,,,,,,,,,,
ILMN_1830314,HS.547341,CN479898,11,0.002873079,1.369576755,6.300030449,4.870021404,,,,,,,,,,,,
ILMN_2361185,PHF20L1,NM_198513.1,8,0.001781981,1.37115075,6.934176074,5.162713679,,,,,,,,,,,,
ILMN_1865639,HS.548213,AI630987,1,0.001423957,1.37346351,6.567917399,5.297253685,,,,,,,,,,,,
ILMN_1757956,PCGF1,NM_032673.2,2,0.022611693,1.374994982,7.999933701,3.627982337,,,,,,,,,,,,
ILMN_1863401,HS.574759,BC009884,2,0.001808369,1.379794716,6.264614219,5.153783006,,,,,,,,,,,,
ILMN_1691485,GTF2H2,NM_001515.3,5,0.026012204,1.380874061,6.457992785,3.538258836,,,,,,,,,,,,
ILMN_1736256,CALR,NM_004343.2,19,0.033387285,1.386792617,10.55173717,3.382470994,,,,,,,,,,,,
ILMN_3219344,LOC100132805,XM_001719188.1,,0.029894804,1.389010791,6.676875464,3.452382305,,,,,,,,,,,,
ILMN_1799642,TRIM24,NM_015905.2,7,0.016187008,1.393668208,7.168178772,3.825793628,,,,,,,,,,,,
ILMN_3247592,ZNF830,NM_052857.3,17,0.016784833,1.403575774,6.992104831,3.802903157,,,,,,,,,,,,
ILMN_3269775,C14ORF109,NM_015676.1,14,0.026473874,1.404372861,8.46444787,3.525765668,,,,,,,,,,,,
ILMN_3251634,SENP5,NM_152699.4,3,0.020227603,1.412148878,7.774523338,3.692313311,,,,,,,,,,,,
ILMN_2197247,POLR3A,NM_007055.2,10,0.014745357,1.417586235,7.960500474,3.891924599,,,,,,,,,,,,
ILMN_1801766,CCDC109B,NM_017918.3,4,0.031703183,1.422422656,10.60716256,3.415802904,,,,,,,,,,,,
ILMN_1797277,KIF3C,NM_002254.6,2,0.023373686,1.429139811,7.086168908,3.607551788,,,,,,,,,,,,
ILMN_3202576,LOC100131643,XM_001721342.1,14,0.009622355,1.430512932,6.67115339,4.149478226,,,,,,,,,,,,
ILMN_1714820,ITGB1,NM_033668.1,10,0.042593391,1.430728468,12.61786703,3.227577478,,,,,,,,,,,,
ILMN_1720303,OSTM1,NM_014028.3,6,0.023083051,1.430918987,7.689512234,3.615175224,,,,,,,,,,,,
ILMN_2328327,SMTN,NM_134269.1,22,0.015623273,1.433022053,6.320314877,3.852165175,,,,,,,,,,,,
ILMN_1728699,SPTY2D1,NM_194285.2,11,0.027718001,1.454947413,8.125682668,3.497370969,,,,,,,,,,,,
ILMN_1741782,SS18,NM_005637.2,18,0.005453691,1.483243158,8.921824447,4.481701282,,,,,,,,,,,,
ILMN_1740512,MGC39900,XM_936687.1,,0.046285405,1.483882985,7.958551795,3.181853071,,,,,,,,,,,,
ILMN_2117716,SFRS17A,NM_005088.2,Y,0.016015707,1.495357767,9.811983525,3.836138705,,,,,,,,,,,,
ILMN_1809613,NGEF,NM_019850.1,2,0.011108807,1.515997642,6.686732087,4.056616395,,,,,,,,,,,,
ILMN_1815261,PDIA4,NM_004911.3,7,0.013298593,1.52727346,7.448089353,3.95104466,,,,,,,,,,,,
ILMN_1726114,SLC45A3,NM_033102.2,1,0.012775678,1.52996061,7.135936448,3.974443914,,,,,,,,,,,,
ILMN_2086105,SPRY4,NM_030964.2,5,0.03980085,1.545895981,8.221442693,3.268694884,,,,,,,,,,,,
ILMN_2181191,TPI1,NM_000365.4,12,0.032477476,1.564091637,11.44174576,3.399854192,,,,,,,,,,,,
ILMN_2186061,PFKFB3,NM_004566.2,10,0.015782289,1.570080002,9.096177342,3.846231615,,,,,,,,,,,,
ILMN_2215119,SYNJ2,NM_003898.2,6,0.048476822,1.570150799,8.022403574,3.152613601,,,,,,,,,,,,
ILMN_1694810,PANX2,NM_052839.2,22,0.026374305,1.604122388,7.344666508,3.527965809,,,,,,,,,,,,
ILMN_1679071,MTX3,NM_001010891.3,5,0.015014317,1.607978634,8.566981078,3.880874858,,,,,,,,,,,,
ILMN_1714170,SPSB1,NM_025106.2,1,0.043593221,1.650830812,8.523312926,3.215774003,,,,,,,,,,,,
ILMN_1657373,LEPREL1,NM_018192.2,3,0.040674176,1.653600306,7.392714631,3.256301459,,,,,,,,,,,,
ILMN_1683598,ACSL4,NM_004458.1,X,0.009914458,1.662319986,9.841777056,4.129262905,,,,,,,,,,,,
ILMN_1692261,EPHB1,NM_004441.3,3,0.030253293,1.707138072,6.703002302,3.445612608,,,,,,,,,,,,
ILMN_1683148,PRICKLE2,NM_198859.2,3,0.012437712,1.723639407,8.991089506,3.991899603,,,,,,,,,,,,
ILMN_1903021,HS.400256,AK091057,4,0.028574418,1.76256033,8.117211662,3.476913902,,,,,,,,,,,,
ILMN_1684368,C5ORF62,NM_032947.3,5,0.016652851,1.777350856,8.018933652,3.808240243,,,,,,,,,,,,
ILMN_1752294,PCDH9,NM_203487.1,13,0.028389082,1.854337315,6.626103675,3.48143445,,,,,,,,,,,,
ILMN_1713449,TBX3,NM_005996.3,12,0.022136344,2.30934526,8.080509023,3.640930477,,,,,,,,,,,,
ILMN_1677402,LOC387763,XM_941665.2,,0.025071862,2.976944982,9.787941726,3.561843854,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
>> B.only (TpS.Non.v.TGF.Non.TT),,,,,,,,,,,,,,,,,,,
,,,,B,,,,,,,,,,,,,,,
PROBE_ID,ILMN_GENE,ACCESSION,CHROMOSOME,FDR_TpS.Non.v.TGF.NonNA,FC_TpS.Non.v.TGF.Non,AveExpr_TpS.Non.v.TGF.Non,t_TpS.Non.v.TGF.Non,,,,,,,,,,,,
ILMN_1756417,ANKRD37,NM_181726.2,4,0.00619442,-4.720772548,8.812869632,-4.049374252,,,,,,,,,,,,
ILMN_1661599,DDIT4,NM_019058.2,10,0.003222707,-4.511384532,10.87240579,-4.392881292,,,,,,,,,,,,
ILMN_1673409,MGC16121,XM_001128419.1,X,0.00132492,-4.507341069,8.57301245,-4.872833562,,,,,,,,,,,,
ILMN_2230025,PDLIM3,NM_014476.1,4,0.04585028,-4.495665971,9.086166588,-2.941580933,,,,,,,,,,,,
ILMN_1659649,SGCG,NM_000231.1,13,0.004381718,-4.430500375,8.46392283,-4.23138858,,,,,,,,,,,,
ILMN_1695299,PDLIM3,NM_014476.1,4,0.042192515,-4.325248829,8.53418579,-2.988743819,,,,,,,,,,,,
ILMN_1747650,BMP6,NM_001718.4,6,0.011968985,-3.610821199,8.953990713,-3.69307251,,,,,,,,,,,,
ILMN_2105919,FGF2,NM_002006.3,4,0.000299427,-3.534907203,9.701490968,-5.708105291,,,,,,,,,,,,
ILMN_2129572,F3,NM_001993.2,1,0.001826196,-3.524407816,8.225725538,-4.70209143,,,,,,,,,,,,
ILMN_1723971,SLC29A1,NM_001078174.1,6,0.02002016,-2.9394203,8.023271325,-3.409680625,,,,,,,,,,,,
ILMN_1704418,FOXD1,NM_004472.2,5,0.049239687,-2.631293828,9.117885413,-2.898522524,,,,,,,,,,,,
ILMN_2338963,SLC29A1,NM_001078174.1,6,0.011259253,-2.601833582,7.347286123,-3.728499902,,,,,,,,,,,,
ILMN_1789507,COL11A1,NM_001854.3,1,0.038633263,-2.582980817,7.549015822,-3.038975683,,,,,,,,,,,,
ILMN_1798256,UPP1,NM_003364.2,7,0.003312053,-2.542495098,9.345379048,-4.378572152,,,,,,,,,,,,
ILMN_1766221,B4GALT1,NM_001497.2,9,0.002801775,-2.496660861,9.334156771,-4.468899319,,,,,,,,,,,,
ILMN_1679041,SLC3A2,NM_001013251.1,11,0.005799399,-2.471014147,8.39183066,-4.083815436,,,,,,,,,,,,
ILMN_1766914,MFAP4,NM_002404.1,17,0.020329827,-2.458356823,12.04803598,-3.400632242,,,,,,,,,,,,
ILMN_1719695,NFKBIZ,NM_001005474.1,3,0.005034183,-2.441278356,8.448514196,-4.160440239,,,,,,,,,,,,
ILMN_1702363,SULF1,NM_015170.1,8,0.00764463,-2.415879344,11.78388387,-3.934239536,,,,,,,,,,,,
ILMN_1738989,GOLSYN,NM_001099743.1,8,0.029442838,-2.373241666,8.843461119,-3.194654782,,,,,,,,,,,,
ILMN_1689378,CCRN4L,NM_012118.2,4,0.000423124,-2.31480586,7.232464959,-5.510399987,,,,,,,,,,,,
ILMN_1716237,ACOT2,NM_006821.4,14,0.001759959,-2.310300346,7.55653115,-4.721998242,,,,,,,,,,,,
ILMN_2381697,P4HA2,NM_001017974.1,5,0.007469605,-2.285104628,10.93023113,-3.946493622,,,,,,,,,,,,
ILMN_1664176,FBLN5,NM_006329.2,14,0.000316443,-2.273788851,10.30200946,-5.675302235,,,,,,,,,,,,
ILMN_1716247,FIBIN,NM_203371.1,11,0.002912993,-2.205987208,7.444464159,-4.447387211,,,,,,,,,,,,
ILMN_1677305,PVR,NM_006505.2,19,0.001434365,-2.169178679,8.108139335,-4.831561988,,,,,,,,,,,,
ILMN_1766125,LONP1,NM_004793.2,19,0.000222126,-2.1658711,9.884471424,-5.881209019,,,,,,,,,,,,
ILMN_1736670,PPP1R3C,NM_005398.4,10,0.006786953,-2.120114485,10.86172908,-3.998871756,,,,,,,,,,,,
ILMN_1797822,SEL1L3,NM_015187.3,4,0.027685306,-2.118742341,9.320351156,-3.229669708,,,,,,,,,,,,
ILMN_3307791,FAM69A,NM_001006605.3,1,0.010429197,-2.112929378,8.373810811,-3.769297677,,,,,,,,,,,,
ILMN_1807283,NDST1,NM_001543.3,5,0.01650616,-2.10620825,8.570962069,-3.51937817,,,,,,,,,,,,
ILMN_1795778,P4HA2,NM_001017973.1,5,0.010594196,-2.043569993,11.52925431,-3.760586293,,,,,,,,,,,,
ILMN_1716766,CEBPG,NM_001806.2,19,0.000974632,-2.023988449,9.582945824,-5.038632685,,,,,,,,,,,,
ILMN_1742461,UAP1,NM_003115.3,1,0.009199238,-2.014225357,10.46341285,-3.834264178,,,,,,,,,,,,
ILMN_1819384,HS.543887,CD640673,5,0.00221136,-2.005589731,7.358339983,-4.597174443,,,,,,,,,,,,
ILMN_3251672,DSG2,NM_001943.3,18,0.027144603,-2.002248016,8.150942036,-3.241110821,,,,,,,,,,,,
ILMN_1804822,SRXN1,NM_080725.1,20,0.006495974,-1.997887933,10.19363097,-4.022486365,,,,,,,,,,,,
ILMN_1715543,ACOT1,NM_001037161.1,14,0.014475785,-1.994526247,8.536700742,-3.588934072,,,,,,,,,,,,
ILMN_1701111,RP5-1022P6.2,NM_019593.3,20,0.004759368,-1.981496081,7.597614121,-4.189145751,,,,,,,,,,,,
ILMN_1912185,HS.444329,BX640888,13,0.032347311,-1.979726882,9.981350477,-3.140507641,,,,,,,,,,,,
ILMN_1797362,LIMK1,NM_016735.1,7,0.028842709,-1.940917741,7.302374884,-3.205871618,,,,,,,,,,,,
ILMN_1708486,CNN2,NM_004368.2,19,0.003785519,-1.934107754,7.593519587,-4.308863373,,,,,,,,,,,,
ILMN_1661197,CLCF1,NM_013246.2,11,0.02993227,-1.934092579,8.210324898,-3.185009875,,,,,,,,,,,,
ILMN_1661337,SRM,NM_003132.2,1,0.003477646,-1.92579363,9.949099472,-4.354151078,,,,,,,,,,,,
ILMN_1770673,AKNA,NM_030767.3,,0.006345567,-1.917867871,7.936043091,-4.03636648,,,,,,,,,,,,
ILMN_1843690,HS.22347,XM_374064,,0.00255717,-1.916240201,6.59133872,-4.519405871,,,,,,,,,,,,
ILMN_1736042,ME1,NM_002395.3,6,0.037352417,-1.912675442,8.460703775,-3.058750015,,,,,,,,,,,,
ILMN_1797875,ALOX5AP,NM_001629.2,13,0.030490055,-1.911221759,6.561992396,-3.17408925,,,,,,,,,,,,
ILMN_1686981,SULF2,NM_018837.2,20,0.017855631,-1.901781834,7.092545322,-3.473865347,,,,,,,,,,,,
ILMN_2391150,FILIP1L,NM_001042459.1,3,0.017680341,-1.899597459,8.711630971,-3.479604116,,,,,,,,,,,,
ILMN_2397028,SERPINB8,NM_002640.3,18,0.003501396,-1.898198103,7.452722374,-4.350123683,,,,,,,,,,,,
ILMN_1738578,FILIP1L,NM_014890.2,3,0.029259959,-1.895222034,9.084348934,-3.197963312,,,,,,,,,,,,
ILMN_1803810,RRBP1,NM_001042576.1,20,0.006985479,-1.884424964,7.809566031,-3.983155008,,,,,,,,,,,,
ILMN_1773117,BCOR,NM_017745.4,X,0.0018937,-1.876098866,7.741071618,-4.681991543,,,,,,,,,,,,
ILMN_1709043,C9ORF46,NM_018465.2,9,0.005337829,-1.863545533,9.41070265,-4.128342337,,,,,,,,,,,,
ILMN_2398903,HAX1,NM_006118.3,1,0.000420266,-1.86192952,8.314667595,-5.514203892,,,,,,,,,,,,
ILMN_1778836,SFRS7,NM_001031684.1,2,9.43E-05,-1.859084871,9.141148008,-6.364168225,,,,,,,,,,,,
ILMN_1729115,LOC651816,XM_941060.1,,0.009260858,-1.842957861,8.512575255,-3.830505736,,,,,,,,,,,,
ILMN_1688500,PCDH10,NM_032961.1,4,0.006398868,-1.841944263,6.397268817,-4.031159382,,,,,,,,,,,,
ILMN_1757387,UCHL1,NM_004181.3,4,0.022237494,-1.826494947,12.20681005,-3.350413696,,,,,,,,,,,,
ILMN_1738401,FOXC1,NM_001453.1,6,0.002489891,-1.815553026,9.73883876,-4.533803993,,,,,,,,,,,,
ILMN_1736178,AEBP1,NM_001129.3,7,0.049564514,-1.812984735,11.23579811,-2.894776161,,,,,,,,,,,,
ILMN_1793220,GART,NM_175085.1,21,8.26E-05,-1.807231321,7.529557786,-6.438430663,,,,,,,,,,,,
ILMN_1675844,WDR1,NM_017491.3,4,0.010409098,-1.802812793,7.946391485,-3.770382052,,,,,,,,,,,,
ILMN_1805216,GPC6,NM_005708.2,13,0.003542139,-1.802528023,8.765647504,-4.343755792,,,,,,,,,,,,
ILMN_1808591,LOC731049,XM_001129232.1,,0.004095282,-1.796445705,9.508365639,-4.267097501,,,,,,,,,,,,
ILMN_1702636,TUBB6,NM_032525.1,18,0.028193942,-1.796248112,9.804793067,-3.218949303,,,,,,,,,,,,
ILMN_2376403,TSC22D3,NM_004089.3,X,0.008512545,-1.787070579,8.635131869,-3.876419223,,,,,,,,,,,,
ILMN_3206827,LOC100131737,XR_039035.1,,0.031989664,-1.783078459,7.554372417,-3.146859871,,,,,,,,,,,,
ILMN_1787511,THUMPD2,NM_025264.3,2,0.023868989,-1.78094339,8.04330577,-3.311525197,,,,,,,,,,,,
ILMN_1727402,HCLS1,NM_005335.3,3,0.009388198,-1.778713007,7.448862326,-3.822979873,,,,,,,,,,,,
ILMN_1698100,ANXA2P1,NR_001562.1,4,0.008895245,-1.765773107,10.55405507,-3.852593652,,,,,,,,,,,,
ILMN_3231944,LOC100130516,XM_001720343.1,,0.002765785,-1.758420646,11.49263169,-4.47599963,,,,,,,,,,,,
ILMN_1672662,SLC20A1,NM_005415.3,2,0.047152951,-1.752954854,11.48958614,-2.924647459,,,,,,,,,,,,
ILMN_3243593,LOC100008588,NR_003286.1,,0.001226434,-1.749679383,11.00334004,-4.914442998,,,,,,,,,,,,
ILMN_1658437,SFXN4,NM_213649.1,10,0.004719635,-1.74824944,8.532187226,-4.193939186,,,,,,,,,,,,
ILMN_3260017,HNRNPK,NM_031262.2,9,0.002656529,-1.740737853,7.568746998,-4.497562987,,,,,,,,,,,,
ILMN_1772690,OGFOD1,NM_018233.3,16,0.001809924,-1.738717851,8.5988064,-4.706606855,,,,,,,,,,,,
ILMN_1788108,TXNDC5,NM_030810.2,6,0.000510286,-1.724971918,12.43440997,-5.40115754,,,,,,,,,,,,
ILMN_1666775,CACNA1C,NM_000719.5,12,0.001688156,-1.722010423,7.5731132,-4.744441782,,,,,,,,,,,,
ILMN_2151281,GABARAPL1,NM_031412.2,12,0.011943544,-1.716187431,9.220073652,-3.694086687,,,,,,,,,,,,
ILMN_3249435,UBASH3B,NM_032873.4,11,0.008444453,-1.715906103,6.710465346,-3.880535266,,,,,,,,,,,,
ILMN_1690121,P4HA3,NM_182904.3,11,0.030766057,-1.71335576,6.655243649,-3.168560719,,,,,,,,,,,,
ILMN_1772527,C12ORF44,NM_001098673.1,12,0.004860577,-1.713181574,9.781962146,-4.178859264,,,,,,,,,,,,
ILMN_2402416,DNAJB6,NM_005494.2,7,0.000477779,-1.708390224,9.56594085,-5.440074735,,,,,,,,,,,,
ILMN_1718982,BEST1,NM_004183.2,11,0.001194493,-1.70604559,6.820619085,-4.930658384,,,,,,,,,,,,
ILMN_3235326,LOC388796,NR_015366.2,,0.048584459,-1.703183266,8.632853997,-2.905901136,,,,,,,,,,,,
ILMN_1684585,ACSL1,NM_001995.2,4,0.044240475,-1.700870944,8.656392119,-2.962926474,,,,,,,,,,,,
ILMN_1739618,ZNF408,NM_024741.1,11,0.012993237,-1.698844479,7.978971593,-3.646652212,,,,,,,,,,,,
ILMN_2367469,CARS,NM_001014438.1,11,0.003885329,-1.69607188,9.909881985,-4.29456082,,,,,,,,,,,,
ILMN_1674337,FKBP2,NM_004470.2,11,0.02202314,-1.69275992,8.434953574,-3.356333466,,,,,,,,,,,,
ILMN_1881313,HS.364166,CB123670,6,0.022423304,-1.691489048,7.093031086,-3.345727198,,,,,,,,,,,,
ILMN_1723212,SFRS3,NM_003017.3,6,0.001651919,-1.688856287,8.604019229,-4.755714371,,,,,,,,,,,,
ILMN_2289775,HAX1,NM_006118.3,1,0.000221915,-1.684564633,7.806563464,-5.881976012,,,,,,,,,,,,
ILMN_1743655,TMED9,NM_017510.4,5,0.023983545,-1.68314192,11.02871383,-3.308787502,,,,,,,,,,,,
ILMN_1808095,RNF41,NM_194359.1,12,0.000674681,-1.663934704,8.123462762,-5.243784604,,,,,,,,,,,,
ILMN_1727271,WARS,NM_173701.1,14,0.000707064,-1.659976049,10.8567153,-5.216655886,,,,,,,,,,,,
ILMN_1807833,HM13,NM_178580.1,20,0.016813128,-1.658207937,9.209962159,-3.50804956,,,,,,,,,,,,
